index	original	translation	scores	mean	z_scores	z_mean
137	This included such writers as Louis Althusser and psychoanalyst Jacques Lacan, as well as the structural Marxism of Nicos Poulantzas.	இதில் லூயி அல்துசர், உளவியல் ஆய்வாளர் ஜாக் லேகன் போன்ற எழுத்தாளர்களும், நிக்கோஸ் பவுலன்ட்சாஸின் கட்டமைப்பு மார்க்சிசமும் அடங்கும்.	[90,70,77]	79.0	[0.2847011846332932, -0.7494310425078954, -0.5748881222715724]	-0.3465393267153915
138	She is the third Indian woman to win the title of Miss World.	உலக அழகி பட்டத்தை வென்ற மூன்றாவது இந்திய பெண் இவர்.	[98,95,100]	97.66666666666669	[0.7524376846469182, 0.6184291206010091, 0.8886254315719065]	0.7531640789399446
139	Parassala State assembly constituency (Malayalam: പാറശ്ശാല നിയമസഭാ നിയോജക മണ്ഡലം) is one of the 140 state legislative assembly constituencies at the state Kerala in southern India.	பாறசாலை சட்டமன்றத் தொகுதி (Parassala State Assembly constituency) தென்னிந்தியாவில் கேரள மாநிலத்தில் உள்ள 140 சட்டமன்றத் தொகுதிகளில் ஒன்று.	[95,95,98]	96.0	[0.5770364971418088, 0.6184291206010091, 0.761363383411604]	0.6522763337181406
140	The prime objective of ISRO is to use space technology and its application to various national tasks.	விண்வெளி தொழில்நுட்பத்தையும், அதன் பயன்பாட்டையும் பல்வேறு தேசிய பணிகளுக்கு பயன்படுத்துவது இஸ்ரோவின் முக்கிய நோக்கமாகும்.	[98,95,99]	97.33333333333331	[0.7524376846469182, 0.6184291206010091, 0.8249944074917553]	0.7319537375798942
141	Vittilapuram is a village in Thoothukudi district, Tamil Nadu, India.	விட்டிலாபுரம் (Vittilapuram) இந்தியாவின் தமிழ்நாடு மாநிலத்தில் அமைந்துள்ள தூத்துக்குடி மாவட்டத்தில் இருக்கும் ஒரு கிராமம் ஆகும்.	[98,95,95]	96.0	[0.7524376846469182, 0.6184291206010091, 0.5704703111711503]	0.6471123721396926
142	Villalobos gave the Philippines their name, after calling them Las Islas Filipinas in honor of Philip of Austria, the Prince of Asturias at the time, who later became Philip II of Spain.	அப்போது ஸ்பெயினின் இரண்டாம் பிலிப்பாக மாறிய ஆஸ்திரியாவின் இளவரசர் பிலிப்பின் நினைவாக பிலிப்பைன்ஸ் நாட்டை லாஸ் ஐலாஸ் பிலிப்பைன்ஸ் என்று அழைத்த வில்லாலோபோஸ், பிலிப்பைன்ஸுக்கு அந்தப் பெயரை சூட்டினார்.	[84,95,88]	89.0	[-0.06610119037692551, 0.6184291206010091, 0.12505314261009146]	0.225793690944725
143	Dioxane resembles a smaller crown ether with only two ethyleneoxyl units.	டையாக்சேன் இரண்டு எத்திலீன் ஆக்சைல் அலகுகளைக் கொண்ட ஒரு சிறிய கிரீடம் ஈதரை ஒத்திருக்கிறது.	[70,85,75]	76.66666666666667	[-0.8846400654007692, 0.07128505535744727, -0.7021501704318749]	-0.5051683934917323
144	Later, the word haveli came to be used as a generic term for various styles of regional mansions, townhouse and temples found in the Indian subcontinent.	பின்னர், ஹவேலி என்ற வார்த்தை இந்திய துணைக் கண்டத்தில் காணப்படும் பிராந்திய மாளிகைகள், நகரங்கள் மற்றும் கோயில்களின் பல்வேறு பாணிகளுக்கு பொதுவான வார்த்தையாக பயன்படுத்தப்பட்டது.	[98,95,98]	97.0	[0.7524376846469182, 0.6184291206010091, 0.761363383411604]	0.7107433962198438
145	In Victoria members can use either MP or MLA.	விக்டோரியாவில் எம். பி. அல்லது எம். எல். ஏ. க்கள் பயன்படுத்தலாம்.	[70,70,71]	70.33333333333333	[-0.8846400654007692, -0.7494310425078954, -0.9566742667524799]	-0.863581791553715
146	The administrative headquarters was Coimbatore city.	இதன் நிர்வாகத் தலைமையிடம் கோயம்புத்தூர் நகரம் ஆகும்.	[98,90,96]	94.66666666666669	[0.7524376846469182, 0.34485708797922815, 0.6341013352513015]	0.5771320359591493
147	But lakshmi devipalli yet to open its account to produce graduates.	ஆனால் லட்சுமி தேவிபள்ளி இன்னும் தனது கணக்கை திறக்கவில்லை.	[50,50,53]	51.0	[-2.0539813154348314, -1.8437191729950189, -2.1020327001952026]	-1.9999110628750172
148	The famous emperor Akbar the Great, who was the grandson of Babar, tried to establish a good relationship with the Hindus.	பாபரின் பேரனான புகழ்பெற்ற பேரரசர் அக்பர், இந்துக்களுடன் நல்ல உறவை ஏற்படுத்த முயற்சித்தார்.	[94,94,91]	93.0	[0.5185694346401057, 0.5637147140766529, 0.31594621485054525]	0.4660767878557679
149	Balasore is one of the coastal Districts of Odisha.	பாலசோர் (Balasoor) ஒடிசாவின் கடலோர மாவட்டங்களில் ஒன்றாகும்.	[92,95,96]	94.33333333333331	[0.40163530963669947, 0.6184291206010091, 0.6341013352513015]	0.5513885884963368
150	Spawning commences with the onset of south-west monsoon.	தென்மேற்குப் பருவமழை தொடங்கியவுடன் முளைவிட தொடங்குகிறது.	[90,70,82]	80.66666666666667	[0.2847011846332932, -0.7494310425078954, -0.2567330018708161]	-0.2404876199151394
151	There are some more villages named Parambayi, Poomala, Chottupara.	பரம்பாய், பூமாலா, சோட்டுப்பாரா போன்ற மேலும் சில கிராமங்கள் உள்ளன.	[95,95,93]	94.33333333333331	[0.5770364971418088, 0.6184291206010091, 0.44320826301084776]	0.5462246269178885
152	V Ezhumalai (ta: வி.ஏழுமலை) is an Indian politician and Member of Parliament elected from Tamil Nadu.	ஈழமலை (Ezhumalai) ஓர் இந்திய அரசியல்வாதியும், தமிழ்நாட்டிலிருந்து தேர்ந்தெடுக்கப்பட்ட நாடாளுமன்ற உறுப்பினரும் ஆவார்.	[90,90,93]	91.0	[0.2847011846332932, 0.34485708797922815, 0.44320826301084776]	0.3575888452077897
153	He has represented Sialkot Stallions, Zarai Taraqiati Bank Limited cricket team, Sialkot cricket team and Peshawar Zalmi.	இவர் சியால்கோட் ஸ்டாலியன்ஸ், ஜராய் தரக்கியாதி வங்கி லிமிடெட் கிரிக்கெட் அணி, சியால்கோட் துடுப்பாட்ட அணி மற்றும் பெஷாவர் சல்மி ஆகிய அணிகளுக்காக விளையாடியுள்ளார்.	[80,70,73]	74.33333333333333	[-0.299969440383738, -0.7494310425078954, -0.8294122185921774]	-0.6262709004946037
154	Supersonic fracture is crack motion faster than the speed of sound in a brittle material.	சூப்பர்சோனிக் எலும்பு முறிவு என்பது நொறுங்கும் பொருளில் உள்ள ஒலியின் வேகத்தை விட வேகமாக ஏற்படும் பிளவு ஆகும்.	[96,95,97]	96.0	[0.6355035596435119, 0.6184291206010091, 0.6977323593314528]	0.6505550131919913
155	He was the son of Ekkavu Thampuran, the ancestor of the present head of the household.	இவர் தற்போதைய குடும்பத் தலைவரின் மூதாதையரான எக்காவு தம்புரானின் மகன் ஆவார்.	[98,95,95]	96.0	[0.7524376846469182, 0.6184291206010091, 0.5704703111711503]	0.6471123721396926
156	Wadakkanchery assembly constituency is part of Alathur Lok Sabha constituency.	வடக்காஞ்சேரி சட்டமன்றத் தொகுதி, ஆலத்தூர் மக்களவைத் தொகுதிக்கு உட்பட்டது.	[98,95,98]	97.0	[0.7524376846469182, 0.6184291206010091, 0.761363383411604]	0.7107433962198438
157	Aurora (Tagalog: Lalawigan ng Aurora; Ilocano: Probinsia ti Aurora) is a province in the Philippines located in the eastern part of Central Luzon region, facing the Philippine Sea.	அரோரா (Aurora) (Tagalog: Lalawigan ng Aurora Ilocano: Probinsia ti Aurora) என்பது பிலிப்பைன்சின் லூசோன் பிராந்தியத்தின் கிழக்குப் பகுதியில் அமைந்துள்ள ஒரு மாகாணமாகும்.	[40,95,52]	62.333333333333336	[-2.638651940451863, 0.6184291206010091, -2.165663724275354]	-1.3952955147087358
158	In oil refining contexts, alkylation refers to a particular alkylation of isobutane with olefins.	எண்ணெய் சுத்திகரிப்பு சூழல்களில், ஆல்க்கைலேற்றம் என்பது ஒலிஃபின்களுடன் ஒரு குறிப்பிட்ட ஆல்க்கைலேற்றத்தைக் குறிக்கிறது.	[92,92,94]	92.66666666666669	[0.40163530963669947, 0.45428590102794053, 0.506839287090999]	0.4542534992518797
159	There are shrines for Pratyangira, Murugan, Karuppu Sami, Madurai Veeran and a shivalinga.	இங்கு பிரத்யங்கிரா, முருகன், கருப்பு சாமி, மதுரை வீரன் மற்றும் ஒரு சிவலிங்க சன்னதிகள் உள்ளன.	[98,95,94]	95.66666666666669	[0.7524376846469182, 0.6184291206010091, 0.506839287090999]	0.6259020307796421
160	Narayanapet is the district headquarters.	இம்மாவட்டத்தின் நிர்வாகத் தலைமையிடம் நாராயணப்பேட்டை ஆகும்.	[98,95,95]	96.0	[0.7524376846469182, 0.6184291206010091, 0.5704703111711503]	0.6471123721396926
161	Conard Nymphaea purpurea Rehnelt & F. Henkel Nymphaea rosea (Sims) Sweet Nymphaea pubescens, the hairy water lily or pink water-lily, is a species of water lily.	Henkel Nymphaea rosea (Sims) Sweet Nymphaea pubescens, ரோமக் கலந்த நீர் லில்லி அல்லது இளஞ்சிவப்பு நீர் லில்லி, என்பது நீர் லில்லியின் ஒரு இனம் ஆகும்.	[50,50,52]	50.66666666666666	[-2.0539813154348314, -1.8437191729950189, -2.165663724275354]	-2.021121404235068
162	The human wall was the second-longest of the kind in Kerala which stretched across two districts.	இந்த மனித சுவர் கேரளாவில் இரண்டு மாவட்டங்களை உள்ளடக்கிய இரண்டாவது நீளமான சுவராகும்.	[90,88,90]	89.33333333333333	[0.2847011846332932, 0.2354282749305158, 0.252315190770394]	0.257481550111401
163	Omer went on to win Lux Style Award for Best Album.	ஓமர் சிறந்த ஆல்பத்திற்கான லக்ஸ் ஸ்டைல் விருதை வென்றார்.	[98,95,95]	96.0	[0.7524376846469182, 0.6184291206010091, 0.5704703111711503]	0.6471123721396926
164	Very pure forms of butane, especially isobutane, can be used as refrigerants and have largely replaced the ozone-layer-depleting halomethanes, for instance in household refrigerators and freezers.	மிகவும் தூய்மையான பியூட்டேன் வடிவங்கள், குறிப்பாக ஐசோபியூட்டேன், குளிர்பதனப் பொருட்களாக பயன்படுத்தப்படலாம், மேலும் ஓசோன் அடுக்கு-குறைவு ஹாலோமீத்தேன்களுக்கு பதிலாக, உதாரணமாக வீட்டு குளிர்பதனப் பெட்டிகள் மற்றும் குளிர்பதனப் பெட்டிகளில் பயன்படுத்தப்படுகிறது.	[95,95,96]	95.33333333333331	[0.5770364971418088, 0.6184291206010091, 0.6341013352513015]	0.6098556509980398
165	The cold water of this stream flows towards the east, into the River Chitral.	இந்த நீரோடையின் குளிர்ந்த நீர் கிழக்கு நோக்கி பாய்ந்து சித்ரால் ஆற்றில் கலக்கிறது.	[92,95,97]	94.66666666666669	[0.40163530963669947, 0.6184291206010091, 0.6977323593314528]	0.5725989298563872
166	In addition, BES provides network security, in the form of Triple DES or, more recently, AES encryption of all data (both email and MDS traffic) that travels between the BlackBerry phone and a BlackBerry Enterprise Server.	கூடுதலாக, பிளாக்பெர்ரி தொலைபேசிக்கும் பிளாக்பெர்ரி எண்டர்பிரைஸ் சர்வருக்கு இடையில் பயணிக்கும் அனைத்து தரவுகளின் (மின்னஞ்சல் மற்றும் MDS போக்குவரத்து) டிரிபிள் DES அல்லது மிக சமீபத்தில், AES குறியாக்கம் வடிவத்தில் பிஇஎஸ் நெட்வொர்க் பாதுகாப்பை வழங்குகிறது.	[90,80,88]	86.0	[0.2847011846332932, -0.20228697726433362, 0.12505314261009146]	0.0691557833263503
167	His father was a teacher in Wennappuwa.	இவரது தந்தை வென்னப்புவாவில் ஆசிரியராக இருந்தார்.	[98,98,95]	97.0	[0.7524376846469182, 0.7825723401740775, 0.5704703111711503]	0.7018267786640487
168	In some cases, when suspected graves were opened, villagers even described the corpse as having fresh blood from a victim all over its face.	சில சந்தர்ப்பங்களில், சந்தேகத்திற்குரிய கல்லறைகள் திறக்கப்பட்டபோது, சடலம் அதன் முகம் முழுவதும் பாதிக்கப்பட்டவரின் புதிய ரத்தம் இருப்பதாக கிராம மக்கள் விவரித்தனர்.	[70,70,73]	71.0	[-0.8846400654007692, -0.7494310425078954, -0.8294122185921774]	-0.821161108833614
169	Vijaya Rekha known by her stage name Mounika is an Indian film and Tamil television actress who appeared in South Indian films and Tamil serials.	விஜய ரேகா (Vijaya Rakha) இவர் தென்னிந்திய திரைப்படங்கள் மற்றும் தமிழ் தொடர்களில் தோன்றிய ஒரு இந்திய திரைப்பட மற்றும் தமிழ் தொலைக்காட்சி நடிகை ஆவார்.	[98,98,95]	97.0	[0.7524376846469182, 0.7825723401740775, 0.5704703111711503]	0.7018267786640487
170	Naga people speak over 89 different languages and dialects, mostly unintelligible with each other.	நாகா மக்கள் 89-க்கும் மேற்பட்ட வெவ்வேறு மொழிகளையும் கிளைமொழிகளையும் பேசுகிறார்கள்.	[98,98,95]	97.0	[0.7524376846469182, 0.7825723401740775, 0.5704703111711503]	0.7018267786640487
171	The Narmada forms part of the northern boundary of the district, and the Satpura Range form the southern boundary of the district.	நர்மதா நதி மாவட்டத்தின் வடக்கு எல்லையின் ஒரு பகுதியாகவும், சத்புரா மலைத்தொடர் மாவட்டத்தின் தெற்கு எல்லையாகவும் உள்ளது.	[98,95,98]	97.0	[0.7524376846469182, 0.6184291206010091, 0.761363383411604]	0.7107433962198438
172	Rice is the dominant crop in the delta areas, where most of the population is concentrated.	டெல்டா பகுதிகளில் பெரும்பான்மையான மக்கள் வசிக்கும் பகுதிகளில் அரிசி முக்கிய பயிராக உள்ளது.	[98,98,96]	97.33333333333331	[0.7524376846469182, 0.7825723401740775, 0.6341013352513015]	0.7230371200240991
173	He worked in the Archaeological Department of Baroda State and subsequently served the Archaeological Survey of India in various capacities.	பரோடா மாநிலத்தின் தொல்லியல் துறையில் பணியாற்றிய அவர், பின்னர் இந்திய தொல்லியல் ஆய்வுத் துறையில் பல்வேறு பதவிகளில் பணியாற்றினார்.	[96,95,94]	95.0	[0.6355035596435119, 0.6184291206010091, 0.506839287090999]	0.58692398911184
174	KOH forms a series of crystalline hydrates, namely the monohydrate KOH • H2O, the dihydrate KOH • 2H2O and the tetrahydrate KOH • 4H2O.	KOH தொடர்ச்சியான படிக நீரேற்றுகளை உருவாக்குகிறது, அவை மோனோஐதரேட்டு KOH Cinceles H2O, டைஐதரேட்டு KOH Cinceles 2H2O மற்றும் டெட்ராஐதரேட்டு KOH Cinceles 4H2O.	[50,70,63]	61.0	[-2.0539813154348314, -0.7494310425078954, -1.46572245939369]	-1.423044939112139
175	The temple is situated on the bank of river Theevra.	இந்த கோயில் திவ்ரா ஆற்றின் கரையில் அமைந்துள்ளது.	[90,95,91]	92.0	[0.2847011846332932, 0.6184291206010091, 0.31594621485054525]	0.4063588400282825
176	Oxides of most metals adopt polymeric structures.	பெரும்பாலான உலோகங்களின் ஆக்சைடுகள் பலபடிக் கட்டமைப்புகளை ஏற்றுக்கொள்கின்றன.	[92,90,89]	90.33333333333331	[0.40163530963669947, 0.34485708797922815, 0.18868416669024274]	0.3117255214353902
177	Weed control is important in agriculture.	வேளாண்மையில் களைகளைக் கட்டுப்படுத்துவது முக்கியமானது.	[96,95,99]	96.66666666666669	[0.6355035596435119, 0.6184291206010091, 0.8249944074917553]	0.6929756959120921
178	The river originates near Narasimha Parvatha and passes through Agumbe forests and flows near Hebri, Barkur and joins Suvarna river, before joining Arabian sea.	இந்த நதி நரசிம்ம பர்வதத்திற்கு அருகில் உருவாகி, அகும்பே காடுகள் வழியாக பாய்ந்து, ஹெப்ரி, பர்கூர் அருகே பாய்ந்து, அரபிக் கடலில் சேருவதற்கு முன்பு சுவர்ணா ஆற்றில் கலக்கிறது.	[98,90,91]	93.0	[0.7524376846469182, 0.34485708797922815, 0.31594621485054525]	0.4710803291588972
179	All intra-Union transfers in euro are treated as domestic transactions and bear the corresponding domestic transfer costs.	ஐரோப்பிய ஒன்றியத்திற்குள் செய்யப்படும் பரிவர்த்தனைகள் அனைத்தும் உள்நாட்டு பரிவர்த்தனைகளாக கருதப்பட்டு, அதற்கேற்ப உள்நாட்டு பரிவர்த்தனை செலவுகளை ஏற்கின்றன.	[98,95,100]	97.66666666666669	[0.7524376846469182, 0.6184291206010091, 0.8886254315719065]	0.7531640789399446
180	The states and union territories are further subdivided into districts and smaller administrative divisions.	மாநிலங்களும், யூனியன் பிரதேசங்களும் மாவட்டங்களாகவும், சிறிய நிர்வாகப் பிரிவுகளாகவும் பிரிக்கப்பட்டுள்ளன.	[98,95,100]	97.66666666666669	[0.7524376846469182, 0.6184291206010091, 0.8886254315719065]	0.7531640789399446
181	Many alkoxides contain methoxy groups, e.g.	பல ஆல்காக்சைடுகளில் மெத்தாக்சி குழுக்கள் உள்ளன.	[85,95,93]	91.0	[-0.007634127875222391, 0.6184291206010091, 0.44320826301084776]	0.3513344185788781
182	Aryabhata is the author of several treatises on mathematics and astronomy, some of which are lost.	ஆர்யபட்டா கணிதம் மற்றும் வானியல் தொடர்பான பல ஆய்வுக் கட்டுரைகளை எழுதியுள்ளார்.	[40,95,52]	62.333333333333336	[-2.638651940451863, 0.6184291206010091, -2.165663724275354]	-1.3952955147087358
183	Sometimes this very loss of psychological efficiency can increase a potential competitor's value enough to overcome market entry barriers, or provide incentive for research and investment into new alternatives.	சில நேரங்களில் இந்த உளவியல் செயல்திறன் இழப்பு சந்தையில் நுழைவதற்கான தடைகளை கடக்க போதுமான போட்டியாளரின் மதிப்பை அதிகரிக்கலாம் அல்லது புதிய மாற்றீடுகளுக்கான ஆராய்ச்சி மற்றும் முதலீடுகளுக்கு ஊக்கமளிக்கலாம்.	[80,60,68]	69.33333333333333	[-0.299969440383738, -1.2965751077514571, -1.1475673389929337]	-0.914703962376043
184	In women, the most common symptoms of myocardial infarction include shortness of breath, weakness, and fatigue.	பெண்களில், இதய அடைப்பின் மிகவும் பொதுவான அறிகுறிகள் மூச்சு திணறல், பலவீனம் மற்றும் சோர்வு ஆகியவை அடங்கும்.	[94,94,91]	93.0	[0.5185694346401057, 0.5637147140766529, 0.31594621485054525]	0.4660767878557679
185	I knew that when I got into folk music, it was more of a serious type of thing.	நான் நாட்டுப்புற இசையில் நுழைந்தபோது, அது ஒரு தீவிரமான விஷயம் என்று எனக்குத் தெரியும்.	[70,85,80]	78.33333333333333	[-0.8846400654007692, 0.07128505535744727, -0.3839950500311186]	-0.3991166866914802
186	Ionic compounds conduct electricity when molten or in solution, typically not when solid.	உருகிய போது அல்லது கரைசலில் உள்ள போது அயனிச் சேர்மங்கள் மின்சாரத்தை கடத்துகின்றன, பொதுவாக திண்மமாக இல்லாதவை.	[70,70,73]	71.0	[-0.8846400654007692, -0.7494310425078954, -0.8294122185921774]	-0.821161108833614
187	The edges of a graph define a symmetric relation on the vertices, called the adjacency relation.	கோட்டுருவின் விளிம்புகள் முனைகள் மீது ஒரு சமச்சீர் உறவை வரையறுக்கின்றன, இது இணைப்பு உறவு என்று அழைக்கப்படுகிறது.	[90,95,91]	92.0	[0.2847011846332932, 0.6184291206010091, 0.31594621485054525]	0.4063588400282825
188	A land development bank (Bengali: ভূমি উন্নয়ন ব্যাংক), abbreviated LDB, is a special kind of bank in India, and is of quasi-commercial type that provides services such as accepting deposits, making business loans, and offering basic investment products.	நிலம் மேம்பாட்டு வங்கி (வங்காளம்ஃ বাংলাদের জিলা), சுருக்கமாக ஏலடிபி (LDB), இந்தியாவில் உள்ள ஒரு சிறப்பு வகையான வங்கியாகும், இது வைப்புத்தொகைகளை ஏற்றுக்கொள்ளுதல், வணிகக் கடன்கள் வழங்குதல் மற்றும் அடிப்படை முதலீட்டு பொருட்களை வழங்குதல் போன்ற சேவைகளை வழங்குகிறது.	[90,85,89]	88.0	[0.2847011846332932, 0.07128505535744727, 0.18868416669024274]	0.1815568022269944
189	The Atlantic Ocean is bounded on the west by North and South America.	அட்லாண்டிக் பெருங்கடல் மேற்கில் வட மற்றும் தென் அமெரிக்காவால் சூழப்பட்டுள்ளது.	[98,70,85]	84.33333333333333	[0.7524376846469182, -0.7494310425078954, -0.06583992963036231]	-0.0209444291637798
190	Among the collections are the Rasmanjari series of the famed Basohli miniature paintings and some rare manuscripts like the beautifully illustrated Shahnama and Sikandernama in Persian.	புகழ்பெற்ற பசோலி மினியேச்சர் ஓவியங்களின் ராஸ்மஞ்சரி வரிசை மற்றும் பாரசீக மொழியில் அழகான ஷாநாமா மற்றும் சிகந்திரநாமா போன்ற சில அரிய கையெழுத்துப் பிரதிகளும் இந்த சேகரிப்புகளில் அடங்கும்.	[90,90,91]	90.33333333333331	[0.2847011846332932, 0.34485708797922815, 0.31594621485054525]	0.3151681624876888
191	For his performance, Khan won the Best Drama Actor award at the Pakistan Media Awards.	அவரது நடிப்புக்காக, கான் பாகிஸ்தான் ஊடக விருதுகளில் சிறந்த நாடக நடிகருக்கான விருதை வென்றார்.	[98,90,92]	93.33333333333331	[0.7524376846469182, 0.34485708797922815, 0.3795772389306965]	0.4922906705189476
192	The Department of Education (DepEd) covers elementary, secondary, and non-formal education.	கல்வித் துறை (DepEd) தொடக்கக் கல்வி, இடைநிலைக் கல்வி மற்றும் முறைசாரா கல்வியை உள்ளடக்கியது.	[92,92,95]	93.0	[0.40163530963669947, 0.45428590102794053, 0.5704703111711503]	0.4754638406119301
193	As a byproduct of lightning strikes in earth's nitrogen-oxygen rich atmosphere, nitric acid is produced when nitrogen dioxide reacts with water vapor.	பூமியின் நைட்ரஜன்-ஆக்சிஜன் நிறைந்த வளிமண்டலத்தில் மின்னல் தாக்கத்தின் விளைபொருளாக, நைட்ரஜன் டை ஆக்சைடு நீர் ஆவியுடன் வினைபுரியும் போது நைட்ரிக் அமிலம் உற்பத்தி செய்யப்படுகிறது.	[98,95,100]	97.66666666666669	[0.7524376846469182, 0.6184291206010091, 0.8886254315719065]	0.7531640789399446
194	This results in the sharing of two electrons.	இதன் விளைவாக இரண்டு எலக்ட்ரான்கள் பகிர்ந்து கொள்ளப்படுகின்றன.	[94,95,98]	95.66666666666669	[0.5185694346401057, 0.6184291206010091, 0.761363383411604]	0.6327873128842396
195	Winners of the first edition of President's Trophy Boat Race - Sree Ganeshan Chundan(St. Francis Boat Club, Kollam).	குடியரசுத் தலைவர் கோப்பையின் முதலாவது படகுப் போட்டியில் வெற்றி பெற்றவர்கள்-ஸ்ரீ கணேசன் சுந்தன் (செயின்ட் பிரான்சிஸ் படகுக் கழகம், கொல்லம்).	[98,95,98]	97.0	[0.7524376846469182, 0.6184291206010091, 0.761363383411604]	0.7107433962198438
196	The material is usually prepared by the reaction of bromine with tantalum metal (or tantalum carbide) at elevated temperatures in a tube furnace.	பொதுவாக புரோமினுடன் தாண்டலம் உலோகத்தை (அல்லது தாண்டலம் கார்பைடு) குழாய் சூளையில் உயர் வெப்பநிலையில் வினைபுரியச் செய்வதன் மூலம் இச்சேர்மம் தயாரிக்கப்படுகிறது.	[96,95,99]	96.66666666666669	[0.6355035596435119, 0.6184291206010091, 0.8249944074917553]	0.6929756959120921
197	"To produce highly pure barium sulfate, the sulfide or chloride is treated with sulfuric acid or sulfate salts: Barium sulfate produced in this way is often called blanc fixe, which is French for ""permanent white."""	மிகவும் தூய்மையான பேரியம் சல்பேட்டை உற்பத்தி செய்ய, சல்பைடு அல்லது குளோரைடு கந்தக அமிலம் அல்லது சல்பேட்டு உப்புகளுடன் வினைப்படுத்தப்படுகிறதுஃ இந்த வழியில் தயாரிக்கப்படும் பேரியம் சல்பேட் பெரும்பாலும் பிளாங்க் ஃபெக்சி என்று அழைக்கப்படுகிறது.	[85,85,86]	85.33333333333333	[-0.007634127875222391, 0.07128505535744727, -0.0022089055502110488]	0.0204806739773379
198	These cards require only proximity to an antenna to communicate.	இந்த அட்டைகளுக்கு தொடர்பு கொள்ள ஒரு ஆன்டெனாவுக்கு அருகாமையில் மட்டுமே தேவைப்படுகிறது.	[50,50,51]	50.333333333333336	[-2.0539813154348314, -1.8437191729950189, -2.229294748355505]	-2.0423317455951184
199	"McCarthy missed ""many of the interesting personal and political nuances pertaining to these men"" that were not detailed."	இந்த மனிதர்களுடன் தொடர்புடைய பல சுவாரஸ்யமான தனிப்பட்ட மற்றும் அரசியல் நுணுக்கங்களை மெக்கார்த்தி தவறவிட்டார்.	[80,70,72]	74.0	[-0.299969440383738, -0.7494310425078954, -0.8930432426723287]	-0.647481241854654
